TransactionID,TransactionDate,Amount,BankNameSent,BankNameReceived,RemainingBalance,City,Gender,TransactionType,Status,TransactionTime,DeviceType,PaymentMethod,MerchantName,Purpose,CustomerAge,PaymentMode,Currency,CustomerAccountNumber,MerchantAccountNumber,YearMonth,DateOnly,TransactionTime_parsed,Hour,Weekday
TXN08890,2024-11-11,192.74,ICICI Bank,SBI Bank,2722.61,Bangalore,Male,Payment,Failed,13:57:28,Tablet,Phone Number,Flipkart,Shopping,30,Instant,EUR,123456797902,987654329902,2024-11,2024-11-11,13:57:28,13,Monday
TXN08891,2024-12-12,188.64,Axis Bank,Axis Bank,8910.63,Hyderabad,Female,Transfer,Success,20:29:07,Laptop,QR Code,Amazon,Food,31,Scheduled,GBP,123456797903,987654329903,2024-12,2024-12-12,20:29:07,20,Thursday
TXN08894,2024-03-15,27.61,ICICI Bank,SBI Bank,7364.11,Bangalore,Male,Payment,Success,02:27:26,Laptop,QR Code,IRCTC,Others,34,Instant,EUR,123456797906,987654329906,2024-03,2024-03-15,02:27:26,2,Friday
TXN08898,2024-07-19,67.38,ICICI Bank,SBI Bank,2047.69,Bangalore,Male,Payment,Success,12:17:28,Mobile,UPI ID,Swiggy,Bill Payment,38,Instant,EUR,123456797910,987654329910,2024-07,2024-07-19,12:17:28,12,Friday
TXN08908,2024-05-29,182.82,HDFC Bank,ICICI Bank,8382.53,Mumbai,Male,Payment,Success,11:37:25,Tablet,Phone Number,Swiggy,Bill Payment,48,Instant,INR,123456797920,987654329920,2024-05,2024-05-29,11:37:25,11,Wednesday
TXN08913,2024-10-04,88.71,SBI Bank,HDFC Bank,4817.81,Delhi,Female,Transfer,Success,17:16:25,Mobile,UPI ID,Swiggy,Bill Payment,53,Scheduled,USD,123456797925,987654329925,2024-10,2024-10-04,17:16:25,17,Friday
TXN08956,2024-05-17,93.14,HDFC Bank,ICICI Bank,7826.74,Mumbai,Male,Payment,Success,19:56:41,Tablet,Phone Number,Amazon,Food,56,Instant,INR,123456797968,987654329968,2024-05,2024-05-17,19:56:41,19,Friday
TXN08967,2024-04-28,58.4,Axis Bank,Axis Bank,7607.61,Hyderabad,Female,Transfer,Success,21:16:24,Mobile,UPI ID,Zomato,Travel,27,Scheduled,GBP,123456797979,987654329979,2024-04,2024-04-28,21:16:24,21,Sunday
TXN08983,2024-08-14,128.44,Axis Bank,Axis Bank,6476.23,Hyderabad,Female,Transfer,Success,18:12:13,Tablet,Phone Number,Swiggy,Bill Payment,43,Scheduled,GBP,123456797995,987654329995,2024-08,2024-08-14,18:12:13,18,Wednesday
TXN08994,2024-07-25,28.31,ICICI Bank,SBI Bank,6311.86,Bangalore,Male,Payment,Success,14:39:53,Mobile,UPI ID,IRCTC,Others,54,Instant,EUR,123456798006,987654330006,2024-07,2024-07-25,14:39:53,14,Thursday
TXN08999,2024-12-30,139.25,Axis Bank,Axis Bank,8177.2,Hyderabad,Female,Transfer,Success,15:22:45,Laptop,QR Code,IRCTC,Others,59,Scheduled,GBP,123456798011,987654330011,2024-12,2024-12-30,15:22:45,15,Monday
TXN09000,2024-01-01,74.09,HDFC Bank,ICICI Bank,2405.69,Mumbai,Male,Payment,Failed,07:02:41,Mobile,UPI ID,Flipkart,Shopping,20,Instant,INR,123456798012,987654330012,2024-01,2024-01-01,07:02:41,7,Monday
TXN09029,2024-06-30,15.52,SBI Bank,HDFC Bank,760.67,Delhi,Female,Transfer,Success,14:30:03,Laptop,QR Code,IRCTC,Others,49,Scheduled,USD,123456798041,987654330041,2024-06,2024-06-30,14:30:03,14,Sunday
TXN09037,2024-02-08,113.93,SBI Bank,HDFC Bank,5226.75,Delhi,Female,Transfer,Success,12:12:41,Tablet,Phone Number,Zomato,Travel,57,Scheduled,USD,123456798049,987654330049,2024-02,2024-02-08,12:12:41,12,Thursday
TXN09043,2024-08-14,184.31,Axis Bank,Axis Bank,8268.35,Hyderabad,Female,Transfer,Success,14:05:01,Tablet,Phone Number,Swiggy,Bill Payment,23,Scheduled,GBP,123456798055,987654330055,2024-08,2024-08-14,14:05:01,14,Wednesday
TXN09047,2024-12-18,75.72,Axis Bank,Axis Bank,1973.64,Hyderabad,Female,Transfer,Success,00:19:08,Laptop,QR Code,Zomato,Travel,27,Scheduled,GBP,123456798059,987654330059,2024-12,2024-12-18,00:19:08,0,Wednesday
TXN09057,2024-10-28,34.04,SBI Bank,HDFC Bank,1787.91,Delhi,Female,Transfer,Success,17:19:04,Mobile,UPI ID,Zomato,Travel,37,Scheduled,USD,123456798069,987654330069,2024-10,2024-10-28,17:19:04,17,Monday
TXN09077,2024-06-18,12.62,SBI Bank,HDFC Bank,3400.61,Delhi,Female,Transfer,Success,06:05:34,Laptop,QR Code,Zomato,Travel,57,Scheduled,USD,123456798089,987654330089,2024-06,2024-06-18,06:05:34,6,Tuesday
TXN09088,2024-05-29,99.29,HDFC Bank,ICICI Bank,9295.37,Mumbai,Male,Payment,Success,07:58:34,Tablet,Phone Number,Swiggy,Bill Payment,28,Instant,INR,123456798100,987654330100,2024-05,2024-05-29,07:58:34,7,Wednesday
TXN09142,2024-11-23,93.37,ICICI Bank,SBI Bank,760.05,Bangalore,Male,Payment,Success,20:09:56,Tablet,Phone Number,Zomato,Travel,42,Instant,EUR,123456798154,987654330154,2024-11,2024-11-23,20:09:56,20,Saturday
TXN09152,2024-09-03,193.97,HDFC Bank,ICICI Bank,5785.59,Mumbai,Male,Payment,Success,18:21:36,Laptop,QR Code,Zomato,Travel,52,Instant,INR,123456798164,987654330164,2024-09,2024-09-03,18:21:36,18,Tuesday
TXN09158,2024-03-09,26.81,ICICI Bank,SBI Bank,7795.05,Bangalore,Male,Payment,Success,12:51:43,Laptop,QR Code,Swiggy,Bill Payment,58,Instant,EUR,123456798170,987654330170,2024-03,2024-03-09,12:51:43,12,Saturday
TXN09164,2024-09-15,98.74,HDFC Bank,ICICI Bank,7485.65,Mumbai,Male,Payment,Success,12:30:13,Laptop,QR Code,IRCTC,Others,24,Instant,INR,123456798176,987654330176,2024-09,2024-09-15,12:30:13,12,Sunday
TXN09166,2024-11-17,52.67,ICICI Bank,SBI Bank,956.3,Bangalore,Male,Payment,Success,21:43:47,Tablet,Phone Number,Amazon,Food,26,Instant,EUR,123456798178,987654330178,2024-11,2024-11-17,21:43:47,21,Sunday
TXN09181,2024-02-02,41.52,SBI Bank,HDFC Bank,5165.28,Delhi,Female,Transfer,Success,05:48:17,Tablet,Phone Number,Amazon,Food,41,Scheduled,USD,123456798193,987654330193,2024-02,2024-02-02,05:48:17,5,Friday
TXN09200,2024-09-21,130.84,HDFC Bank,ICICI Bank,368.31,Mumbai,Male,Payment,Failed,21:27:16,Laptop,QR Code,Flipkart,Shopping,20,Instant,INR,123456798212,987654330212,2024-09,2024-09-21,21:27:16,21,Saturday
TXN09201,2024-10-22,52.35,SBI Bank,HDFC Bank,3731.92,Delhi,Female,Transfer,Success,15:07:15,Mobile,UPI ID,Amazon,Food,21,Scheduled,USD,123456798213,987654330213,2024-10,2024-10-22,15:07:15,15,Tuesday
TXN09206,2024-03-27,30.05,ICICI Bank,SBI Bank,9919.71,Bangalore,Male,Payment,Success,19:16:25,Laptop,QR Code,Amazon,Food,26,Instant,EUR,123456798218,987654330218,2024-03,2024-03-27,19:16:25,19,Wednesday
TXN09218,2024-03-09,184.96,ICICI Bank,SBI Bank,4364.5,Bangalore,Male,Payment,Success,02:00:47,Laptop,QR Code,Swiggy,Bill Payment,38,Instant,EUR,123456798230,987654330230,2024-03,2024-03-09,02:00:47,2,Saturday
TXN09226,2024-11-17,133.34,ICICI Bank,SBI Bank,2699.54,Bangalore,Male,Payment,Success,04:13:28,Tablet,Phone Number,Amazon,Food,46,Instant,EUR,123456798238,987654330238,2024-11,2024-11-17,04:13:28,4,Sunday
TXN09228,2024-01-19,165.45,HDFC Bank,ICICI Bank,8678.76,Mumbai,Male,Payment,Success,09:28:57,Mobile,UPI ID,Swiggy,Bill Payment,48,Instant,INR,123456798240,987654330240,2024-01,2024-01-19,09:28:57,9,Friday
TXN09240,2024-01-01,197.5,HDFC Bank,ICICI Bank,9417.76,Mumbai,Male,Payment,Failed,11:44:27,Mobile,UPI ID,Flipkart,Shopping,20,Instant,INR,123456798252,987654330252,2024-01,2024-01-01,11:44:27,11,Monday
TXN09244,2024-05-05,157.46,HDFC Bank,ICICI Bank,1188.74,Mumbai,Male,Payment,Success,03:47:43,Tablet,Phone Number,IRCTC,Others,24,Instant,INR,123456798256,987654330256,2024-05,2024-05-05,03:47:43,3,Sunday
TXN09248,2024-09-09,13.46,HDFC Bank,ICICI Bank,6135.53,Mumbai,Male,Payment,Success,10:10:29,Laptop,QR Code,Swiggy,Bill Payment,28,Instant,INR,123456798260,987654330260,2024-09,2024-09-09,10:10:29,10,Monday
TXN09252,2024-01-13,111.76,HDFC Bank,ICICI Bank,4311.5,Mumbai,Male,Payment,Success,04:51:42,Mobile,UPI ID,Zomato,Travel,32,Instant,INR,123456798264,987654330264,2024-01,2024-01-13,04:51:42,4,Saturday
TXN09254,2024-03-15,99.58,ICICI Bank,SBI Bank,9923.34,Bangalore,Male,Payment,Success,19:04:54,Laptop,QR Code,IRCTC,Others,34,Instant,EUR,123456798266,987654330266,2024-03,2024-03-15,19:04:54,19,Friday
TXN09267,2024-04-28,75.49,Axis Bank,Axis Bank,5655.21,Hyderabad,Female,Transfer,Success,16:08:35,Mobile,UPI ID,Zomato,Travel,47,Scheduled,GBP,123456798279,987654330279,2024-04,2024-04-28,16:08:35,16,Sunday
TXN09268,2024-05-29,195.62,HDFC Bank,ICICI Bank,6677.77,Mumbai,Male,Payment,Success,20:49:48,Tablet,Phone Number,Swiggy,Bill Payment,48,Instant,INR,123456798280,987654330280,2024-05,2024-05-29,20:49:48,20,Wednesday
TXN09269,2024-06-30,44.86,SBI Bank,HDFC Bank,7105.59,Delhi,Female,Transfer,Success,05:30:49,Laptop,QR Code,IRCTC,Others,49,Scheduled,USD,123456798281,987654330281,2024-06,2024-06-30,05:30:49,5,Sunday
TXN09270,2024-07-01,115.54,ICICI Bank,SBI Bank,4608.54,Bangalore,Male,Payment,Failed,03:44:02,Mobile,UPI ID,Flipkart,Shopping,50,Instant,EUR,123456798282,987654330282,2024-07,2024-07-01,03:44:02,3,Monday
TXN09274,2024-11-05,146.29,ICICI Bank,SBI Bank,9914.63,Bangalore,Male,Payment,Success,21:16:10,Tablet,Phone Number,IRCTC,Others,54,Instant,EUR,123456798286,987654330286,2024-11,2024-11-05,21:16:10,21,Tuesday
TXN09277,2024-02-08,87.86,SBI Bank,HDFC Bank,5550.87,Delhi,Female,Transfer,Success,23:47:31,Tablet,Phone Number,Zomato,Travel,57,Scheduled,USD,123456798289,987654330289,2024-02,2024-02-08,23:47:31,23,Thursday
TXN09279,2024-04-10,40.7,Axis Bank,Axis Bank,6618.61,Hyderabad,Female,Transfer,Success,23:14:37,Mobile,UPI ID,IRCTC,Others,59,Scheduled,GBP,123456798291,987654330291,2024-04,2024-04-10,23:14:37,23,Wednesday
TXN09280,2024-05-11,11.48,HDFC Bank,ICICI Bank,7919.61,Mumbai,Male,Payment,Failed,08:16:40,Tablet,Phone Number,Flipkart,Shopping,20,Instant,INR,123456798292,987654330292,2024-05,2024-05-11,08:16:40,8,Saturday
TXN09296,2024-09-27,109.05,HDFC Bank,ICICI Bank,2310.83,Mumbai,Male,Payment,Success,12:35:08,Laptop,QR Code,Amazon,Food,36,Instant,INR,123456798308,987654330308,2024-09,2024-09-27,12:35:08,12,Friday
TXN09297,2024-10-28,28.45,SBI Bank,HDFC Bank,2739.26,Delhi,Female,Transfer,Success,09:27:12,Mobile,UPI ID,Zomato,Travel,37,Scheduled,USD,123456798309,987654330309,2024-10,2024-10-28,09:27:12,9,Monday
TXN09317,2024-06-18,51.95,SBI Bank,HDFC Bank,5535.14,Delhi,Female,Transfer,Success,19:00:14,Laptop,QR Code,Zomato,Travel,57,Scheduled,USD,123456798329,987654330329,2024-06,2024-06-18,19:00:14,19,Tuesday
TXN09319,2024-08-20,195.71,Axis Bank,Axis Bank,4681.35,Hyderabad,Female,Transfer,Success,14:39:29,Tablet,Phone Number,IRCTC,Others,59,Scheduled,GBP,123456798331,987654330331,2024-08,2024-08-20,14:39:29,14,Tuesday
TXN09331,2024-08-02,77.45,Axis Bank,Axis Bank,6686.89,Hyderabad,Female,Transfer,Success,01:07:23,Tablet,Phone Number,Amazon,Food,31,Scheduled,GBP,123456798343,987654330343,2024-08,2024-08-02,01:07:23,1,Friday
TXN09348,2024-01-19,116.28,HDFC Bank,ICICI Bank,9181.45,Mumbai,Male,Payment,Success,05:28:13,Mobile,UPI ID,Swiggy,Bill Payment,48,Instant,INR,123456798360,987654330360,2024-01,2024-01-19,05:28:13,5,Friday
TXN09349,2024-02-20,28.93,SBI Bank,HDFC Bank,8104.2,Delhi,Female,Transfer,Success,11:34:47,Tablet,Phone Number,IRCTC,Others,49,Scheduled,USD,123456798361,987654330361,2024-02,2024-02-20,11:34:47,11,Tuesday
TXN09353,2024-06-24,32.27,SBI Bank,HDFC Bank,2928.42,Delhi,Female,Transfer,Success,03:41:30,Laptop,QR Code,Swiggy,Bill Payment,53,Scheduled,USD,123456798365,987654330365,2024-06,2024-06-24,03:41:30,3,Monday
TXN09363,2024-04-04,116.43,Axis Bank,Axis Bank,9825.52,Hyderabad,Female,Transfer,Success,14:11:21,Mobile,UPI ID,Swiggy,Bill Payment,23,Scheduled,GBP,123456798375,987654330375,2024-04,2024-04-04,14:11:21,14,Thursday
TXN09370,2024-11-11,104.49,ICICI Bank,SBI Bank,4201.81,Bangalore,Male,Payment,Failed,10:04:19,Tablet,Phone Number,Flipkart,Shopping,30,Instant,EUR,123456798382,987654330382,2024-11,2024-11-11,10:04:19,10,Monday
TXN09374,2024-03-15,156.99,ICICI Bank,SBI Bank,7561.48,Bangalore,Male,Payment,Success,22:20:01,Laptop,QR Code,IRCTC,Others,34,Instant,EUR,123456798386,987654330386,2024-03,2024-03-15,22:20:01,22,Friday
TXN09376,2024-05-17,188.94,HDFC Bank,ICICI Bank,3152.21,Mumbai,Male,Payment,Success,21:01:11,Tablet,Phone Number,Amazon,Food,36,Instant,INR,123456798388,987654330388,2024-05,2024-05-17,21:01:11,21,Friday
TXN09380,2024-09-21,40.34,HDFC Bank,ICICI Bank,7727.21,Mumbai,Male,Payment,Failed,14:53:09,Laptop,QR Code,Flipkart,Shopping,40,Instant,INR,123456798392,987654330392,2024-09,2024-09-21,14:53:09,14,Saturday
TXN09392,2024-09-03,54.56,HDFC Bank,ICICI Bank,2076.2,Mumbai,Male,Payment,Success,11:37:15,Laptop,QR Code,Zomato,Travel,52,Instant,INR,123456798404,987654330404,2024-09,2024-09-03,11:37:15,11,Tuesday
TXN09413,2024-06-24,107.14,SBI Bank,HDFC Bank,6169.06,Delhi,Female,Transfer,Success,23:58:13,Laptop,QR Code,Swiggy,Bill Payment,33,Scheduled,USD,123456798425,987654330425,2024-06,2024-06-24,23:58:13,23,Monday
TXN09415,2024-08-26,175.33,Axis Bank,Axis Bank,9572.55,Hyderabad,Female,Transfer,Failed,13:25:09,Tablet,Phone Number,Flipkart,Shopping,35,Scheduled,GBP,123456798427,987654330427,2024-08,2024-08-26,13:25:09,13,Monday
TXN09416,2024-09-27,68.1,HDFC Bank,ICICI Bank,9806.43,Mumbai,Male,Payment,Success,22:07:46,Laptop,QR Code,Amazon,Food,36,Instant,INR,123456798428,987654330428,2024-09,2024-09-27,22:07:46,22,Friday
TXN09442,2024-11-23,176.11,ICICI Bank,SBI Bank,2462.28,Bangalore,Male,Payment,Success,06:50:44,Tablet,Phone Number,Zomato,Travel,22,Instant,EUR,123456798454,987654330454,2024-11,2024-11-23,06:50:44,6,Saturday
TXN09454,2024-11-05,141.28,ICICI Bank,SBI Bank,6362.17,Bangalore,Male,Payment,Success,00:24:55,Tablet,Phone Number,IRCTC,Others,34,Instant,EUR,123456798466,987654330466,2024-11,2024-11-05,00:24:55,0,Tuesday
TXN09475,2024-08-26,12.07,Axis Bank,Axis Bank,4769.78,Hyderabad,Female,Transfer,Failed,03:58:42,Tablet,Phone Number,Flipkart,Shopping,55,Scheduled,GBP,123456798487,987654330487,2024-08,2024-08-26,03:58:42,3,Monday
TXN09484,2024-05-05,44.31,HDFC Bank,ICICI Bank,2556.47,Mumbai,Male,Payment,Success,17:47:40,Tablet,Phone Number,IRCTC,Others,24,Instant,INR,123456798496,987654330496,2024-05,2024-05-05,17:47:40,17,Sunday
TXN09490,2024-11-11,194.57,ICICI Bank,SBI Bank,2218.36,Bangalore,Male,Payment,Failed,17:04:26,Tablet,Phone Number,Flipkart,Shopping,30,Instant,EUR,123456798502,987654330502,2024-11,2024-11-11,17:04:26,17,Monday
TXN09491,2024-12-12,23.54,Axis Bank,Axis Bank,3893.1,Hyderabad,Female,Transfer,Success,10:12:18,Laptop,QR Code,Amazon,Food,31,Scheduled,GBP,123456798503,987654330503,2024-12,2024-12-12,10:12:18,10,Thursday
TXN09495,2024-04-16,79.78,Axis Bank,Axis Bank,3626.21,Hyderabad,Female,Transfer,Failed,14:21:21,Mobile,UPI ID,Flipkart,Shopping,35,Scheduled,GBP,123456798507,987654330507,2024-04,2024-04-16,14:21:21,14,Tuesday
TXN09497,2024-06-18,145.61,SBI Bank,HDFC Bank,6521.5,Delhi,Female,Transfer,Success,02:26:17,Laptop,QR Code,Zomato,Travel,37,Scheduled,USD,123456798509,987654330509,2024-06,2024-06-18,02:26:17,2,Tuesday
TXN09506,2024-03-27,75.62,ICICI Bank,SBI Bank,2439.02,Bangalore,Male,Payment,Success,01:01:58,Laptop,QR Code,Amazon,Food,46,Instant,EUR,123456798518,987654330518,2024-03,2024-03-27,01:01:58,1,Wednesday
TXN09541,2024-02-02,4.52,SBI Bank,HDFC Bank,4719.39,Delhi,Female,Transfer,Success,06:33:22,Tablet,Phone Number,Amazon,Food,41,Scheduled,USD,123456798553,987654330553,2024-02,2024-02-02,06:33:22,6,Friday
TXN09546,2024-07-07,182.14,ICICI Bank,SBI Bank,7942.6,Bangalore,Male,Payment,Success,21:54:22,Mobile,UPI ID,Amazon,Food,46,Instant,EUR,123456798558,987654330558,2024-07,2024-07-07,21:54:22,21,Sunday
TXN09555,2024-04-16,33.03,Axis Bank,Axis Bank,1247.22,Hyderabad,Female,Transfer,Failed,22:45:13,Mobile,UPI ID,Flipkart,Shopping,55,Scheduled,GBP,123456798567,987654330567,2024-04,2024-04-16,22:45:13,22,Tuesday
TXN09556,2024-05-17,177.79,HDFC Bank,ICICI Bank,8113.61,Mumbai,Male,Payment,Success,08:09:46,Tablet,Phone Number,Amazon,Food,56,Instant,INR,123456798568,987654330568,2024-05,2024-05-17,08:09:46,8,Friday
TXN09557,2024-06-18,14.4,SBI Bank,HDFC Bank,7706.8,Delhi,Female,Transfer,Success,05:52:29,Laptop,QR Code,Zomato,Travel,57,Scheduled,USD,123456798569,987654330569,2024-06,2024-06-18,05:52:29,5,Tuesday
TXN09558,2024-07-19,121.52,ICICI Bank,SBI Bank,4138.89,Bangalore,Male,Payment,Success,09:39:49,Mobile,UPI ID,Swiggy,Bill Payment,58,Instant,EUR,123456798570,987654330570,2024-07,2024-07-19,09:39:49,9,Friday
TXN09567,2024-04-28,121.89,Axis Bank,Axis Bank,3865.37,Hyderabad,Female,Transfer,Success,13:36:56,Mobile,UPI ID,Zomato,Travel,27,Scheduled,GBP,123456798579,987654330579,2024-04,2024-04-28,13:36:56,13,Sunday
TXN09577,2024-02-08,65.71,SBI Bank,HDFC Bank,896.8,Delhi,Female,Transfer,Success,10:35:01,Tablet,Phone Number,Zomato,Travel,37,Scheduled,USD,123456798589,987654330589,2024-02,2024-02-08,10:35:01,10,Thursday
TXN09580,2024-05-11,104.99,HDFC Bank,ICICI Bank,5019.35,Mumbai,Male,Payment,Failed,14:55:26,Tablet,Phone Number,Flipkart,Shopping,40,Instant,INR,123456798592,987654330592,2024-05,2024-05-11,14:55:26,14,Saturday
TXN09581,2024-06-12,147.72,SBI Bank,HDFC Bank,4223.57,Delhi,Female,Transfer,Success,07:28:23,Laptop,QR Code,Amazon,Food,41,Scheduled,USD,123456798593,987654330593,2024-06,2024-06-12,07:28:23,7,Wednesday
TXN09585,2024-10-16,171.45,SBI Bank,HDFC Bank,849.06,Delhi,Female,Transfer,Failed,05:31:29,Mobile,UPI ID,Flipkart,Shopping,45,Scheduled,USD,123456798597,987654330597,2024-10,2024-10-16,05:31:29,5,Wednesday
TXN09588,2024-01-19,33.04,HDFC Bank,ICICI Bank,9332.77,Mumbai,Male,Payment,Success,09:04:30,Mobile,UPI ID,Swiggy,Bill Payment,48,Instant,INR,123456798600,987654330600,2024-01,2024-01-19,09:04:30,9,Friday
TXN09590,2024-03-21,183.43,ICICI Bank,SBI Bank,4441.38,Bangalore,Male,Payment,Failed,06:51:32,Laptop,QR Code,Flipkart,Shopping,50,Instant,EUR,123456798602,987654330602,2024-03,2024-03-21,06:51:32,6,Thursday
TXN09603,2024-04-04,41.94,Axis Bank,Axis Bank,9700.31,Hyderabad,Female,Transfer,Success,18:11:01,Mobile,UPI ID,Swiggy,Bill Payment,23,Scheduled,GBP,123456798615,987654330615,2024-04,2024-04-04,18:11:01,18,Thursday
TXN09606,2024-07-07,129.77,ICICI Bank,SBI Bank,2530.07,Bangalore,Male,Payment,Success,21:02:14,Mobile,UPI ID,Amazon,Food,26,Instant,EUR,123456798618,987654330618,2024-07,2024-07-07,21:02:14,21,Sunday
TXN09607,2024-08-08,120.63,Axis Bank,Axis Bank,3771.91,Hyderabad,Female,Transfer,Success,21:32:54,Tablet,Phone Number,Zomato,Travel,27,Scheduled,GBP,123456798619,987654330619,2024-08,2024-08-08,21:32:54,21,Thursday
TXN09611,2024-12-12,123.51,Axis Bank,Axis Bank,8489.25,Hyderabad,Female,Transfer,Success,21:16:11,Laptop,QR Code,Amazon,Food,31,Scheduled,GBP,123456798623,987654330623,2024-12,2024-12-12,21:16:11,21,Thursday
TXN09613,2024-02-14,179.56,SBI Bank,HDFC Bank,3602.16,Delhi,Female,Transfer,Success,20:19:37,Tablet,Phone Number,Swiggy,Bill Payment,33,Scheduled,USD,123456798625,987654330625,2024-02,2024-02-14,20:19:37,20,Wednesday
TXN09626,2024-03-27,76.94,ICICI Bank,SBI Bank,8825.07,Bangalore,Male,Payment,Success,05:57:50,Laptop,QR Code,Amazon,Food,46,Instant,EUR,123456798638,987654330638,2024-03,2024-03-27,05:57:50,5,Wednesday
TXN09629,2024-06-30,29.21,SBI Bank,HDFC Bank,7602.65,Delhi,Female,Transfer,Success,05:28:24,Laptop,QR Code,IRCTC,Others,49,Scheduled,USD,123456798641,987654330641,2024-06,2024-06-30,05:28:24,5,Sunday
TXN09632,2024-09-03,42.15,HDFC Bank,ICICI Bank,4290.97,Mumbai,Male,Payment,Success,17:45:31,Laptop,QR Code,Zomato,Travel,52,Instant,INR,123456798644,987654330644,2024-09,2024-09-03,17:45:31,17,Tuesday
TXN09636,2024-01-07,72.61,HDFC Bank,ICICI Bank,1179.43,Mumbai,Male,Payment,Success,18:27:16,Mobile,UPI ID,Amazon,Food,56,Instant,INR,123456798648,987654330648,2024-01,2024-01-07,18:27:16,18,Sunday
TXN09651,2024-04-22,85.22,Axis Bank,Axis Bank,2736.82,Hyderabad,Female,Transfer,Success,10:43:06,Mobile,UPI ID,Amazon,Food,31,Scheduled,GBP,123456798663,987654330663,2024-04,2024-04-22,10:43:06,10,Monday
TXN09654,2024-07-25,187.73,ICICI Bank,SBI Bank,3362.27,Bangalore,Male,Payment,Success,20:57:02,Mobile,UPI ID,IRCTC,Others,34,Instant,EUR,123456798666,987654330666,2024-07,2024-07-25,20:57:02,20,Thursday
TXN09680,2024-09-21,125.29,HDFC Bank,ICICI Bank,7760.32,Mumbai,Male,Payment,Failed,18:56:17,Laptop,QR Code,Flipkart,Shopping,20,Instant,INR,123456798692,987654330692,2024-09,2024-09-21,18:56:17,18,Saturday
TXN09688,2024-05-29,4.33,HDFC Bank,ICICI Bank,3083.24,Mumbai,Male,Payment,Success,05:08:51,Tablet,Phone Number,Swiggy,Bill Payment,28,Instant,INR,123456798700,987654330700,2024-05,2024-05-29,05:08:51,5,Wednesday
TXN09691,2024-08-02,11.2,Axis Bank,Axis Bank,7427.3,Hyderabad,Female,Transfer,Success,20:50:50,Tablet,Phone Number,Amazon,Food,31,Scheduled,GBP,123456798703,987654330703,2024-08,2024-08-02,20:50:50,20,Friday
TXN09708,2024-01-19,43.6,HDFC Bank,ICICI Bank,4136.92,Mumbai,Male,Payment,Success,01:13:57,Mobile,UPI ID,Swiggy,Bill Payment,48,Instant,INR,123456798720,987654330720,2024-01,2024-01-19,01:13:57,1,Friday
TXN09730,2024-11-11,2.94,ICICI Bank,SBI Bank,8673.53,Bangalore,Male,Payment,Failed,02:37:58,Tablet,Phone Number,Flipkart,Shopping,30,Instant,EUR,123456798742,987654330742,2024-11,2024-11-11,02:37:58,2,Monday
TXN09732,2024-01-13,33.58,HDFC Bank,ICICI Bank,4486.83,Mumbai,Male,Payment,Success,13:51:21,Mobile,UPI ID,Zomato,Travel,32,Instant,INR,123456798744,987654330744,2024-01,2024-01-13,13:51:21,13,Saturday
TXN09741,2024-10-22,160.58,SBI Bank,HDFC Bank,7565.97,Delhi,Female,Transfer,Success,10:52:22,Mobile,UPI ID,Amazon,Food,41,Scheduled,USD,123456798753,987654330753,2024-10,2024-10-22,10:52:22,10,Tuesday
TXN09742,2024-11-23,173.14,ICICI Bank,SBI Bank,3685.34,Bangalore,Male,Payment,Success,23:06:41,Tablet,Phone Number,Zomato,Travel,42,Instant,EUR,123456798754,987654330754,2024-11,2024-11-23,23:06:41,23,Saturday
TXN09768,2024-01-19,150.15,HDFC Bank,ICICI Bank,8438.88,Mumbai,Male,Payment,Success,15:25:17,Mobile,UPI ID,Swiggy,Bill Payment,28,Instant,INR,123456798780,987654330780,2024-01,2024-01-19,15:25:17,15,Friday
TXN09770,2024-03-21,22.15,ICICI Bank,SBI Bank,2374.01,Bangalore,Male,Payment,Failed,20:43:36,Laptop,QR Code,Flipkart,Shopping,30,Instant,EUR,123456798782,987654330782,2024-03,2024-03-21,20:43:36,20,Thursday
TXN09795,2024-04-16,173.04,Axis Bank,Axis Bank,4781.82,Hyderabad,Female,Transfer,Failed,19:27:27,Mobile,UPI ID,Flipkart,Shopping,55,Scheduled,GBP,123456798807,987654330807,2024-04,2024-04-16,19:27:27,19,Tuesday
TXN09799,2024-08-20,69.87,Axis Bank,Axis Bank,9865.02,Hyderabad,Female,Transfer,Success,00:30:26,Tablet,Phone Number,IRCTC,Others,59,Scheduled,GBP,123456798811,987654330811,2024-08,2024-08-20,00:30:26,0,Tuesday
TXN09804,2024-01-25,98.86,HDFC Bank,ICICI Bank,1450.93,Mumbai,Male,Payment,Success,13:06:17,Mobile,UPI ID,IRCTC,Others,24,Instant,INR,123456798816,987654330816,2024-01,2024-01-25,13:06:17,13,Thursday
TXN09822,2024-07-13,155.88,ICICI Bank,SBI Bank,9283.15,Bangalore,Male,Payment,Success,00:35:22,Mobile,UPI ID,Zomato,Travel,42,Instant,EUR,123456798834,987654330834,2024-07,2024-07-13,00:35:22,0,Saturday
TXN09855,2024-04-16,198.18,Axis Bank,Axis Bank,3542.15,Hyderabad,Female,Transfer,Failed,20:34:57,Mobile,UPI ID,Flipkart,Shopping,35,Scheduled,GBP,123456798867,987654330867,2024-04,2024-04-16,20:34:57,20,Tuesday
TXN09865,2024-02-26,159.34,SBI Bank,HDFC Bank,9688.58,Delhi,Female,Transfer,Failed,11:58:24,Tablet,Phone Number,Flipkart,Shopping,45,Scheduled,USD,123456798877,987654330877,2024-02,2024-02-26,11:58:24,11,Monday
